Locality;Locality;"COD IBGE";"Life expectancy at birth (1991)";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (1991)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (1991)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (1991)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (1991)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (1991)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (1991)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (1991)";"Per capita income (2000)";"Per capita income (2010)"
"Tocos do Moji (MG)";Municipality;316905;68.02;70.67;73.49;33.96;26.69;17.80;0.377;0.550;0.696;0.532;0.577;0.661;0.717;0.761;0.808;0.140;0.378;0.631;8.28;8.63;9.60;218.68;289.73;489.05
"Toledo (MG)";Municipality;316910;68.49;70.67;73.14;28.16;26.69;18.40;0.319;0.528;0.661;0.581;0.635;0.660;0.725;0.761;0.802;0.077;0.304;0.546;8.22;8.75;9.87;296.55;417.29;486.02
"Tombos (MG)";Municipality;316920;68.06;71.83;77.23;29.33;23.39;12.10;0.483;0.606;0.718;0.570;0.615;0.699;0.718;0.781;0.871;0.276;0.463;0.607;10.07;9.64;9.25;278.37;368.03;621.05
"Três Corações (MG)";Municipality;316930;67.37;71.00;76.28;31.24;25.74;13.40;0.489;0.635;0.744;0.633;0.681;0.730;0.706;0.767;0.855;0.262;0.490;0.660;8.68;9.45;9.25;411.89;555.14;749.86
"Três Marias (MG)";Municipality;316935;68.06;73.86;76.93;29.33;18.14;12.50;0.456;0.641;0.752;0.580;0.637;0.706;0.718;0.814;0.866;0.228;0.508;0.695;8.33;9.72;9.72;295.02;422.53;645.33
"Três Pontas (MG)";Municipality;316940;67.53;72.22;75.98;30.80;22.34;13.90;0.479;0.626;0.731;0.605;0.679;0.714;0.709;0.787;0.850;0.257;0.459;0.643;8.48;8.41;9.46;344.35;545.62;682.15
"Tumiritinga (MG)";Municipality;316950;65.57;68.40;74.63;36.59;33.72;15.90;0.358;0.468;0.626;0.484;0.546;0.615;0.676;0.723;0.827;0.140;0.260;0.482;6.53;7.72;8.22;162.49;238.99;366.89
"Tupaciguara (MG)";Municipality;316960;68.64;73.92;76.78;27.76;17.99;12.70;0.493;0.634;0.719;0.641;0.662;0.711;0.727;0.815;0.863;0.257;0.473;0.605;9.52;9.53;8.91;432.70;491.66;665.76
"Turmalina (MG)";Municipality;316970;64.59;70.94;73.98;39.72;25.90;17.00;0.308;0.516;0.682;0.488;0.554;0.646;0.660;0.766;0.816;0.091;0.323;0.602;7.42;8.86;9.89;166.42;250.78;446.26
"Turvolândia (MG)";Municipality;316980;69.59;73.48;74.71;25.26;19.09;15.80;0.447;0.584;0.696;0.552;0.628;0.707;0.743;0.808;0.829;0.218;0.392;0.576;8.84;9.23;8.23;248.33;397.58;649.97
"Ubá (MG)";Municipality;316990;68.97;70.99;75.45;26.87;25.76;14.60;0.506;0.628;0.724;0.598;0.670;0.727;0.733;0.767;0.841;0.296;0.482;0.620;8.74;9.00;8.92;330.38;517.54;739.56
"Ubaí (MG)";Municipality;317000;62.27;66.84;72.22;47.65;39.10;20.00;0.288;0.456;0.609;0.487;0.477;0.552;0.621;0.697;0.787;0.079;0.285;0.519;6.01;8.18;8.81;165.15;155.28;247.91
"Ubaporanga (MG)";Municipality;317005;66.68;69.38;73.32;33.25;30.58;18.10;0.333;0.512;0.614;0.453;0.579;0.604;0.695;0.740;0.805;0.117;0.314;0.475;7.35;7.49;8.71;134.25;294.44;342.30
"Uberaba (MG)";Municipality;317010;68.97;73.93;75.71;26.87;17.98;14.00;0.574;0.692;0.772;0.677;0.738;0.772;0.733;0.816;0.845;0.382;0.550;0.705;9.41;10.14;9.94;539.67;790.50;978.01
"Uberlândia (MG)";Municipality;317020;70.45;73.11;78.09;23.13;20.01;10.68;0.577;0.702;0.789;0.691;0.734;0.776;0.758;0.802;0.885;0.366;0.587;0.716;9.34;10.26;9.92;588.98;768.83;1001.45
"Umburatiba (MG)";Municipality;317030;61.36;67.64;73.88;51.02;36.29;17.10;0.331;0.462;0.638;0.445;0.504;0.599;0.606;0.711;0.815;0.135;0.275;0.531;7.66;6.46;9.22;127.44;184.46;332.13
"Unaí (MG)";Municipality;317040;69.63;74.75;75.83;26.96;16.03;14.10;0.447;0.651;0.736;0.579;0.714;0.723;0.744;0.829;0.847;0.207;0.466;0.651;8.48;10.11;9.69;292.99;681.53;720.51
"União de Minas (MG)";Municipality;317043;64.81;69.52;74.73;39.02;30.15;15.70;0.397;0.533;0.672;0.581;0.625;0.684;0.664;0.742;0.829;0.162;0.327;0.534;8.27;6.78;7.76;297.88;391.96;562.84
"Uruana de Minas (MG)";Municipality;317047;65.13;69.66;72.60;37.97;29.71;19.30;0.292;0.477;0.664;0.447;0.490;0.612;0.669;0.744;0.793;0.083;0.297;0.602;8.06;8.46;9.80;128.80;168.52;360.58
"Urucânia (MG)";Municipality;317050;63.15;68.41;73.67;44.53;33.68;17.50;0.345;0.540;0.633;0.510;0.573;0.628;0.636;0.724;0.811;0.127;0.379;0.498;7.32;8.98;8.98;190.57;283.38;397.46
"Urucuia (MG)";Municipality;317052;65.90;69.30;71.88;35.57;30.83;20.60;0.263;0.459;0.619;0.400;0.495;0.559;0.682;0.738;0.781;0.067;0.264;0.543;8.08;8.53;8.62;96.50;173.98;259.38
"Vargem Alegre (MG)";Municipality;317057;66.68;70.07;74.12;33.25;28.45;16.70;0.387;0.526;0.631;0.465;0.531;0.631;0.695;0.751;0.819;0.179;0.365;0.486;8.40;8.70;8.53;144.07;217.24;407.13
"Vargem Bonita (MG)";Municipality;317060;66.39;72.33;75.80;34.11;22.06;14.10;0.428;0.591;0.696;0.551;0.626;0.667;0.690;0.789;0.847;0.206;0.418;0.597;7.85;9.08;9.21;247.44;393.17;508.67
"Vargem Grande do Rio Pardo (MG)";Municipality;317065;61.69;67.89;73.63;49.78;35.42;17.50;0.282;0.451;0.634;0.448;0.483;0.563;0.612;0.715;0.811;0.082;0.265;0.559;5.44;7.56;10.08;130.36;161.34;265.02
"Varginha (MG)";Municipality;317070;70.14;74.00;77.49;23.89;17.81;12.21;0.591;0.702;0.778;0.686;0.731;0.760;0.752;0.817;0.875;0.401;0.580;0.707;9.46;9.91;9.74;572.55;753.95;904.57
"Varjão de Minas (MG)";Municipality;317075;65.78;70.06;75.79;35.94;28.49;14.10;0.372;0.583;0.711;0.529;0.604;0.673;0.680;0.751;0.847;0.143;0.436;0.631;8.91;9.10;9.76;214.51;343.98;528.14
"Várzea da Palma (MG)";Municipality;317080;62.87;68.82;73.83;45.51;32.34;17.20;0.393;0.563;0.666;0.530;0.582;0.634;0.631;0.730;0.814;0.182;0.421;0.573;7.91;9.16;8.66;216.96;299.13;413.59
"Varzelândia (MG)";Municipality;317090;64.10;66.84;73.37;41.32;39.10;18.00;0.280;0.419;0.594;0.400;0.468;0.546;0.652;0.697;0.806;0.084;0.226;0.477;6.24;7.63;8.72;96.35;147.51;238.92
"Vazante (MG)";Municipality;317100;66.13;70.66;76.96;34.87;26.71;12.50;0.443;0.619;0.742;0.588;0.668;0.707;0.686;0.761;0.866;0.215;0.467;0.666;8.20;9.70;10.48;310.25;509.74;650.88
"Verdelândia (MG)";Municipality;317103;62.27;66.84;72.81;47.65;39.10;18.90;0.217;0.358;0.584;0.402;0.435;0.542;0.621;0.697;0.797;0.041;0.151;0.462;4.90;6.59;8.83;97.62;119.94;233.27
"Veredinha (MG)";Municipality;317107;64.98;69.43;72.11;41.70;30.44;20.20;0.259;0.481;0.632;0.371;0.501;0.579;0.666;0.741;0.785;0.070;0.300;0.555;8.45;8.16;9.15;80.73;180.82;293.08
"Veríssimo (MG)";Municipality;317110;70.55;74.21;77.16;22.88;17.30;12.20;0.488;0.557;0.667;0.609;0.669;0.683;0.759;0.820;0.869;0.251;0.315;0.501;6.79;8.93;7.77;354.63;512.70;560.98
"Vermelho Novo (MG)";Municipality;317115;62.95;66.02;72.37;45.24;42.09;19.70;0.336;0.504;0.612;0.463;0.568;0.610;0.633;0.684;0.790;0.129;0.329;0.475;7.72;7.80;8.77;142.50;273.80;355.42
"Vespasiano (MG)";Municipality;317120;65.16;68.68;73.65;37.90;32.81;15.32;0.438;0.598;0.688;0.560;0.628;0.677;0.669;0.728;0.811;0.224;0.467;0.592;7.51;9.25;8.44;260.69;399.02;539.05
"Viçosa (MG)";Municipality;317130;67.59;72.11;77.96;31.73;22.63;11.12;0.517;0.677;0.775;0.642;0.707;0.758;0.710;0.785;0.883;0.303;0.559;0.696;8.57;10.05;10.24;434.13;650.03;892.25
"Vieiras (MG)";Municipality;317140;64.10;67.68;73.47;41.32;36.14;17.80;0.388;0.548;0.668;0.424;0.593;0.623;0.652;0.711;0.808;0.211;0.390;0.592;8.48;9.47;9.40;111.91;320.60;386.39
"Virgem da Lapa (MG)";Municipality;317160;63.28;67.64;72.83;44.08;36.29;18.90;0.348;0.513;0.610;0.454;0.531;0.585;0.638;0.711;0.797;0.145;0.358;0.488;7.39;8.82;8.79;134.83;217.80;305.36
"Virgínia (MG)";Municipality;317170;67;70.71;74.73;32.32;26.57;15.70;0.394;0.527;0.651;0.487;0.564;0.635;0.700;0.762;0.829;0.180;0.340;0.523;8.44;7.94;9.63;165.76;267.89;415.41
"Virginópolis (MG)";Municipality;317180;62.79;68.68;74.86;45.81;32.80;15.60;0.387;0.573;0.675;0.489;0.579;0.638;0.630;0.728;0.831;0.188;0.447;0.580;7.87;9.30;9.04;167.80;292.82;423.01
"Virgolândia (MG)";Municipality;317190;63.14;66.72;72.71;44.56;39.52;19.10;0.390;0.486;0.620;0.497;0.507;0.602;0.636;0.695;0.795;0.187;0.326;0.497;8.10;7.88;8.93;175.93;187.80;339.03
"Visconde do Rio Branco (MG)";Municipality;317200;66.13;70.62;75.97;34.87;26.84;13.90;0.437;0.599;0.709;0.570;0.647;0.709;0.686;0.760;0.850;0.214;0.436;0.591;7.87;8.48;8.84;277.52;447.48;658.96
"Volta Grande (MG)";Municipality;317210;67.37;70.55;75.45;33.48;27.05;14.60;0.466;0.583;0.669;0.555;0.625;0.669;0.706;0.759;0.841;0.259;0.417;0.531;8.69;8.52;8.01;252.41;391.89;515.46
"Wenceslau Braz (MG)";Municipality;317220;66.42;69.57;75.53;34;29.98;14.50;0.439;0.570;0.678;0.505;0.646;0.644;0.690;0.743;0.842;0.242;0.385;0.576;8.31;9.76;9.09;185.21;444.62;439.73
"Água Clara (MS)";Municipality;500020;67.56;71.27;74.40;31.82;22.06;18.80;0.353;0.534;0.670;0.578;0.669;0.705;0.709;0.771;0.823;0.107;0.295;0.518;5.75;8.03;8.94;292.22;513.90;642.97
"Alcinópolis (MS)";Municipality;500025;66.34;71.47;76.46;35.75;21.55;15.30;0.295;0.536;0.711;0.655;0.692;0.733;0.689;0.775;0.858;0.057;0.287;0.572;4.52;8.29;9.93;470.09;591.69;764.03
"Amambai (MS)";Municipality;500060;67.21;71.02;74.07;32.89;22.73;19.40;0.447;0.576;0.673;0.605;0.649;0.683;0.704;0.767;0.818;0.209;0.384;0.546;7.49;8.55;8.87;345.93;455.04;561.14
"Anastácio (MS)";Municipality;500070;64.08;68.07;72.33;43.72;31.26;22.80;0.362;0.517;0.663;0.525;0.598;0.663;0.651;0.718;0.789;0.139;0.322;0.557;8.04;8.59;10.12;210.03;331.54;495.48
"Anaurilândia (MS)";Municipality;500080;64.28;69.22;74.58;42.99;27.76;18.50;0.359;0.516;0.670;0.578;0.615;0.676;0.655;0.737;0.826;0.122;0.303;0.538;6.28;8.24;9.31;291.53;366.96;538.13
"Angélica (MS)";Municipality;500085;67.21;69.46;75.34;32.89;27.04;17.20;0.427;0.552;0.697;0.534;0.583;0.692;0.704;0.741;0.839;0.207;0.390;0.582;8.45;9.91;10.14;221.77;301.27;592.27
"Antônio João (MS)";Municipality;500090;64.84;66.92;72.94;40.94;35.02;21.60;0.373;0.509;0.643;0.534;0.553;0.633;0.664;0.699;0.799;0.146;0.342;0.526;8.33;9.07;9.81;221.28;249.89;411.49
"Aparecida do Taboado (MS)";Municipality;500100;67.68;70.22;73.23;31.45;24.89;21.00;0.473;0.579;0.697;0.619;0.649;0.717;0.711;0.754;0.804;0.240;0.396;0.588;9.69;10.08;9.34;376.74;453.43;692.79
"Aquidauana (MS)";Municipality;500110;66.84;69.46;75.39;34.10;27.04;17.10;0.447;0.556;0.688;0.597;0.660;0.690;0.697;0.741;0.840;0.215;0.351;0.562;8.11;8.62;9.55;329.49;485.81;585.62
"Aral Moreira (MS)";Municipality;500124;67.63;69.65;72.90;31.59;26.51;21.70;0.397;0.520;0.633;0.580;0.582;0.628;0.711;0.744;0.798;0.152;0.324;0.507;6.50;8.29;8.98;295.34;300.12;398.50
"Bandeirantes (MS)";Municipality;500150;66.33;70.15;75.89;35.75;25.09;16.30;0.428;0.538;0.681;0.627;0.626;0.694;0.689;0.753;0.848;0.181;0.330;0.537;8.36;8.67;10.33;396.73;392.91;602.02
"Bataguassu (MS)";Municipality;500190;66.34;70.15;75.80;35.75;25.09;16.40;0.458;0.601;0.710;0.601;0.641;0.698;0.689;0.753;0.847;0.232;0.450;0.606;7.84;9.90;9.82;336.22;431.19;614.34
"Batayporã (MS)";Municipality;500200;64.28;68.07;73.83;42.99;31.26;19.90;0.401;0.508;0.684;0.564;0.570;0.702;0.655;0.718;0.814;0.175;0.321;0.559;7.82;8.93;10.10;268.05;278.14;631.47
"Bela Vista (MS)";Municipality;500210;66.84;69.76;74.81;34.10;26.20;18.10;0.468;0.580;0.698;0.626;0.647;0.699;0.697;0.746;0.830;0.235;0.404;0.585;8.89;9.58;10.08;393.25;447.50;621.23
"Bodoquena (MS)";Municipality;500215;63.30;65.40;71.54;46.69;40.37;24.40;0.345;0.513;0.666;0.524;0.602;0.665;0.638;0.673;0.776;0.123;0.334;0.573;6.86;8.82;10.97;208.19;339.43;500.13
"Bonito (MS)";Municipality;500220;67.21;72.26;74.86;32.89;19.57;18.00;0.406;0.564;0.670;0.589;0.652;0.714;0.704;0.788;0.831;0.161;0.349;0.508;7.28;9.00;9.50;313.36;463.41;679.03
"Brasilândia (MS)";Municipality;500230;65.17;69.22;75.24;39.75;27.76;17.40;0.366;0.547;0.701;0.584;0.681;0.721;0.670;0.737;0.837;0.125;0.326;0.570;6.49;8.30;9.85;302.52;552.41;709.29
"Caarapó (MS)";Municipality;500240;64.84;68.64;74.65;40.94;29.51;18.40;0.422;0.548;0.692;0.592;0.603;0.676;0.664;0.727;0.828;0.191;0.376;0.592;8.15;9.04;9.10;317.58;341.75;537.01
"Camapuã (MS)";Municipality;500260;64.17;70.13;74.02;43.38;25.14;19.50;0.452;0.582;0.703;0.638;0.652;0.715;0.653;0.752;0.817;0.221;0.402;0.596;7.91;10.06;9.65;424.63;462.09;685.77
"Campo Grande (MS)";Municipality;500270;68.04;70.43;75.62;32.64;24.44;16.48;0.563;0.673;0.784;0.703;0.736;0.790;0.717;0.757;0.844;0.354;0.548;0.724;9.47;10.42;10.93;633.42;782.39;1089.37
"Caracol (MS)";Municipality;500280;67.21;70.69;74.53;32.89;23.61;18.60;0.379;0.484;0.647;0.507;0.562;0.628;0.704;0.762;0.826;0.152;0.265;0.522;6.70;6.94;10.15;187.87;264.01;399.46
"Cassilândia (MS)";Municipality;500290;66.16;71.35;73.63;36.33;21.86;20.30;0.514;0.615;0.727;0.673;0.658;0.756;0.686;0.773;0.811;0.294;0.457;0.627;8.50;10.11;10.45;528.39;481.45;885.10
"Chapadão do Sul (MS)";Municipality;500295;67.14;72.93;76.02;33.11;17.96;16.00;0.541;0.656;0.754;0.699;0.751;0.758;0.702;0.799;0.850;0.322;0.471;0.665;8.84;9.72;10.72;621.32;857.52;896.92
"Corguinho (MS)";Municipality;500310;66.16;68.14;74.79;36.33;31.05;18.10;0.334;0.502;0.671;0.531;0.602;0.684;0.686;0.719;0.830;0.102;0.293;0.531;6.69;8.63;9.69;218.18;339.21;566.09
"Coronel Sapucaia (MS)";Municipality;500315;67.63;69.65;73.34;31.59;26.51;20.80;0.337;0.488;0.589;0.545;0.585;0.607;0.711;0.744;0.806;0.099;0.267;0.417;5.01;8.23;8.25;237.27;305.67;350.37
"Corumbá (MS)";Municipality;500320;67.69;71.35;75.06;31.41;21.86;17.75;0.509;0.584;0.700;0.610;0.648;0.701;0.712;0.773;0.834;0.304;0.398;0.586;8.54;8.46;9.99;356.56;451.78;627.10
"Costa Rica (MS)";Municipality;500325;68.27;71.35;73.64;29.64;21.86;20.20;0.450;0.596;0.706;0.587;0.649;0.717;0.721;0.773;0.811;0.215;0.421;0.606;7.96;10.09;9.04;309;453.04;693.05
"Coxim (MS)";Municipality;500330;67.68;71.20;75.17;31.45;22.25;17.50;0.423;0.607;0.703;0.585;0.693;0.719;0.711;0.770;0.836;0.182;0.419;0.579;7.80;9.50;9.97;305.26;596.29;703.01
"Deodápolis (MS)";Municipality;500345;64.61;71.02;73.60;41.76;22.73;20.30;0.407;0.583;0.694;0.547;0.613;0.693;0.660;0.767;0.810;0.187;0.422;0.595;8.30;10.11;10.77;240.80;361.74;596.50
"Dois Irmãos do Buriti (MS)";Municipality;500348;63.30;65.05;71.40;46.69;41.64;24.70;0.332;0.447;0.639;0.512;0.548;0.640;0.638;0.668;0.773;0.112;0.244;0.528;7.35;8.01;9.84;193.05;242.31;429.18
"Douradina (MS)";Municipality;500350;64.84;68.40;73.52;40.94;30.23;20.50;0.442;0.567;0.699;0.598;0.622;0.706;0.664;0.723;0.809;0.218;0.406;0.597;7.87;8.73;10.43;331.07;384.47;648.98
"Dourados (MS)";Municipality;500370;67.76;70.49;75.59;31.19;24.15;17.00;0.512;0.636;0.747;0.645;0.698;0.753;0.713;0.758;0.843;0.292;0.487;0.657;9.35;9.66;10.01;442.68;615.48;866.40
"Eldorado (MS)";Municipality;500375;63.80;69.76;74.45;44.78;26.20;18.80;0.386;0.551;0.684;0.565;0.596;0.674;0.647;0.746;0.824;0.157;0.377;0.577;7.78;9.11;9.11;269.11;325.74;530.89
"Fátima do Sul (MS)";Municipality;500380;64.92;68.14;73.92;40.63;31.05;19.70;0.473;0.596;0.714;0.614;0.641;0.719;0.665;0.719;0.815;0.259;0.459;0.621;9.71;10.62;10.45;365.96;432.73;701.87
"Figueirão (MS)";Municipality;500390;66.33;69.21;74.79;35.75;27.79;18.20;0.424;0.508;0.660;0.608;0.590;0.677;0.689;0.737;0.830;0.182;0.302;0.511;6.60;8.52;8.72;352.50;314.65;541.93
"Glória de Dourados (MS)";Municipality;500400;64.71;69.21;74.29;41.42;27.79;19.00;0.485;0.604;0.721;0.561;0.631;0.705;0.662;0.737;0.822;0.307;0.473;0.648;9.05;9.93;10.66;262.34;405.66;644.10
"Guia Lopes da Laguna (MS)";Municipality;500410;65.27;71.07;74.56;39.40;22.59;18.60;0.420;0.567;0.675;0.545;0.666;0.677;0.671;0.768;0.826;0.202;0.356;0.549;8.70;8.67;10.27;237.69;505.51;541.87
"Iguatemi (MS)";Municipality;500430;64.71;68.07;73.99;41.42;31.26;19.60;0.395;0.542;0.662;0.600;0.641;0.671;0.662;0.718;0.817;0.155;0.346;0.530;7;8.93;8.87;335.36;432.67;519.03
"Inocência (MS)";Municipality;500440;69.10;72.69;75.76;27.23;18.52;16.50;0.423;0.573;0.681;0.678;0.685;0.702;0.735;0.795;0.846;0.152;0.345;0.531;7.44;8.67;8.91;543.18;568.81;633.12
"Itaporã (MS)";Municipality;500450;63.12;67.69;73.54;47.42;32.47;20.40;0.447;0.550;0.654;0.593;0.617;0.660;0.635;0.712;0.809;0.237;0.378;0.523;8.89;9.34;9.01;320.74;372.58;487.51
"Itaquiraí (MS)";Municipality;500460;64.73;68.40;71.30;41.32;30.23;25.00;0.323;0.498;0.620;0.534;0.570;0.645;0.662;0.723;0.772;0.095;0.299;0.479;6.02;8.18;9.56;222.35;277.45;442.57
"Ivinhema (MS)";Municipality;500470;64.71;70.15;75.98;41.42;25.09;16.10;0.418;0.590;0.720;0.560;0.627;0.715;0.662;0.753;0.850;0.197;0.435;0.615;8.74;9.64;9.85;260.49;397.05;685.17
"Japorã (MS)";Municipality;500480;61.76;65.93;72.44;52.95;38.44;22.60;0.290;0.399;0.526;0.436;0.495;0.547;0.613;0.682;0.791;0.091;0.188;0.337;5.54;6.89;7.30;120.61;174.32;241.32
"Jaraguari (MS)";Municipality;500490;66.16;69.21;74.62;36.33;27.79;18.40;0.359;0.503;0.664;0.569;0.608;0.668;0.686;0.737;0.827;0.119;0.284;0.530;5.86;8.97;9.85;276.65;352.34;511.64
"Jardim (MS)";Municipality;500500;65.27;69.46;75.68;39.40;27.04;16.60;0.473;0.590;0.712;0.606;0.692;0.718;0.671;0.741;0.845;0.260;0.400;0.595;9.27;8.89;10.04;347.94;594.62;697.92
"Jateí (MS)";Municipality;500510;64.73;70.25;76.39;41.32;24.83;15.40;0.404;0.560;0.708;0.507;0.576;0.716;0.662;0.754;0.857;0.197;0.405;0.579;8.17;9.00;9.82;187.69;288.97;690.71
"Juti (MS)";Municipality;500515;65.17;67.69;71.19;40.77;32.47;25.20;0.353;0.480;0.623;0.511;0.577;0.646;0.670;0.712;0.770;0.128;0.269;0.485;7.10;7.95;10.08;191.76;289.72;446.17
"Ladário (MS)";Municipality;500520;67.69;71.27;74.34;31.41;22.06;19.00;0.503;0.605;0.704;0.551;0.648;0.687;0.712;0.771;0.822;0.324;0.443;0.618;8.95;8.67;9.76;247.02;451.39;575.16
"Laguna Carapã (MS)";Municipality;500525;67.21;71.00;74.34;32.89;22.77;19.00;0.363;0.535;0.672;0.568;0.651;0.676;0.704;0.767;0.822;0.120;0.307;0.545;6.54;8.65;9.24;273.85;460.23;536.02
"Maracaju (MS)";Municipality;500540;67.69;72.53;77.35;31.41;18.92;13.90;0.480;0.597;0.736;0.641;0.660;0.744;0.712;0.792;0.873;0.243;0.408;0.613;8.20;9.81;9.75;432.85;487.24;819.60
"Miranda (MS)";Municipality;500560;63.35;67.50;71.91;46.53;33.10;23.70;0.389;0.500;0.632;0.556;0.595;0.638;0.639;0.708;0.782;0.166;0.297;0.507;7.80;7.96;8.62;254.52;324.28;424.44
"Mundo Novo (MS)";Municipality;500568;67.93;70.22;73.48;30.66;24.89;20.60;0.470;0.585;0.686;0.598;0.646;0.707;0.716;0.754;0.808;0.242;0.411;0.565;9.49;10.00;9.42;329.87;445.78;652.56
"Naviraí (MS)";Municipality;500570;67.93;70.22;73.15;30.66;24.89;21.20;0.446;0.572;0.700;0.609;0.646;0.715;0.716;0.754;0.803;0.203;0.385;0.597;8.20;9.36;10.31;354.92;444.47;683.86
"Nioaque (MS)";Municipality;500580;66.84;69.68;74.34;34.10;26.43;19.00;0.360;0.504;0.639;0.532;0.579;0.658;0.697;0.745;0.822;0.126;0.296;0.483;5.59;8.51;9.38;218.63;294.35;480.75
"Nova Alvorada do Sul (MS)";Municipality;500600;64.84;68.40;73.52;40.94;30.23;20.50;0.360;0.539;0.694;0.622;0.655;0.746;0.664;0.723;0.809;0.113;0.331;0.554;6.66;9.12;10.27;384.42;471.28;830.08
"Nova Andradina (MS)";Municipality;500620;67.44;73.05;75.97;32.20;17.69;16.10;0.456;0.630;0.721;0.596;0.668;0.716;0.707;0.801;0.850;0.225;0.468;0.616;8.37;9.68;10.11;326.96;509.77;688.15
"Novo Horizonte do Sul (MS)";Municipality;500625;63.80;69.65;72.86;44.78;26.51;21.70;0.242;0.494;0.649;0.474;0.548;0.656;0.647;0.744;0.798;0.046;0.296;0.523;5.40;7.89;9.10;152.64;242.88;472.75
"Paranaíba (MS)";Municipality;500630;66.72;70.13;74.38;34.47;25.14;18.90;0.468;0.591;0.721;0.638;0.686;0.727;0.695;0.752;0.823;0.231;0.400;0.627;8.47;9.29;10.25;423.82;572.01;738.58
"Paranhos (MS)";Municipality;500635;63.12;69.11;73.65;47.42;28.09;20.20;0.336;0.441;0.588;0.523;0.544;0.566;0.635;0.735;0.811;0.114;0.214;0.444;6.23;6.75;8.78;207.70;235.81;271.52
"Pedro Gomes (MS)";Municipality;500640;64.17;69.65;73.04;43.38;26.51;21.40;0.403;0.515;0.671;0.575;0.605;0.672;0.653;0.744;0.801;0.174;0.303;0.562;6.72;9.05;10.33;285.96;344.28;524.83
"Ponta Porã (MS)";Municipality;500660;68.27;71.42;73.73;29.64;21.69;20.10;0.495;0.600;0.701;0.662;0.670;0.708;0.721;0.774;0.812;0.254;0.416;0.598;8.21;9.87;9.94;493.02;516.27;653.36
"Porto Murtinho (MS)";Municipality;500690;63.35;68.64;74.80;46.53;29.51;18.10;0.347;0.501;0.666;0.521;0.601;0.677;0.639;0.727;0.830;0.125;0.288;0.526;7.71;7.67;9.12;205.17;335.85;539.19
"Ribas do Rio Pardo (MS)";Municipality;500710;66.47;70.67;74.82;35.29;23.68;18.10;0.383;0.514;0.664;0.615;0.629;0.681;0.691;0.761;0.830;0.132;0.284;0.519;6.35;7.53;9.29;367.15;401.37;552.58
"Rio Brilhante (MS)";Municipality;500720;64.92;71.30;76.67;40.63;21.99;15.00;0.475;0.584;0.715;0.654;0.658;0.720;0.665;0.772;0.861;0.246;0.393;0.590;7.95;9.00;9.83;468.37;479.27;705.60
"Rio Negro (MS)";Municipality;500730;66.33;71.30;77.15;35.75;21.99;14.20;0.404;0.580;0.709;0.539;0.616;0.702;0.689;0.772;0.869;0.178;0.410;0.585;8.74;10.17;9.91;228.44;369.91;631.11
"Rio Verde de Mato Grosso (MS)";Municipality;500740;66.33;71.35;76.11;35.75;21.86;15.90;0.425;0.552;0.673;0.576;0.634;0.686;0.689;0.773;0.852;0.193;0.344;0.521;7.10;8.67;9.35;287.83;413.76;570.74
"Rochedo (MS)";Municipality;500750;66.16;68.64;74.79;36.33;29.51;18.20;0.362;0.542;0.651;0.541;0.616;0.676;0.686;0.727;0.830;0.128;0.355;0.491;6.35;9.33;10.14;232.44;368.86;538.26
"Santa Rita do Pardo (MS)";Municipality;500755;64.83;69.22;73.01;40.95;27.76;21.50;0.295;0.514;0.642;0.570;0.600;0.655;0.664;0.737;0.800;0.068;0.307;0.505;5.97;9.04;9.13;278.18;335.46;471.42
"São Gabriel do Oeste (MS)";Municipality;500769;66.34;71.47;76.01;35.75;21.55;16.10;0.526;0.658;0.729;0.691;0.748;0.751;0.689;0.775;0.850;0.306;0.492;0.608;8.92;9.68;9.09;587.89;839.53;855.21
"Selvíria (MS)";Municipality;500780;65.63;69.22;74.50;38.15;27.76;18.70;0.386;0.554;0.682;0.597;0.619;0.668;0.677;0.737;0.825;0.142;0.372;0.576;8.25;9.55;9.96;329.28;376.60;510.94
"Sete Quedas (MS)";Municipality;500770;63.85;67.50;71.70;44.60;33.10;24.10;0.393;0.512;0.614;0.573;0.653;0.660;0.648;0.708;0.778;0.164;0.291;0.450;7.69;7.56;8.20;283.15;464.98;487.00
"Sidrolândia (MS)";Municipality;500790;68.04;70.25;74.75;32.64;24.83;18.20;0.453;0.562;0.686;0.600;0.655;0.694;0.717;0.754;0.829;0.216;0.360;0.561;7.76;9.10;9.91;335.06;471.31;599.76
"Sonora (MS)";Municipality;500793;67.68;70.25;73.19;31.45;24.83;21.10;0.384;0.553;0.681;0.624;0.677;0.706;0.711;0.754;0.803;0.128;0.331;0.557;6.80;8.85;10.06;389.62;541.74;648.07
"Tacuru (MS)";Municipality;500795;63.12;67.50;71.91;47.42;33.10;23.70;0.343;0.469;0.593;0.541;0.544;0.615;0.635;0.708;0.782;0.117;0.267;0.434;5.94;8.05;8.41;231.57;236.70;367.68
